sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,c_length_of_stay,custody_length_of_stay,two_year_recid
1,0,0,0,0,0,12,0,0.0036389083275017,1,0,0.95,1.0,1
1,0,2,0,0,0,1,0,0.0029391182645206,0,0,29.32,29.0,0
0,0,2,0,0,0,3,0,0.0006997900629811,0,0,1.28,2.0,0
1,2,0,0,0,0,2,0,0.0594821553533939,1,0,22.76,1.0,1
1,0,2,0,0,0,0,1,0.0015395381385584,0,0,0.61,1.0,0
0,1,0,0,0,0,1,1,0.0062981105668299,1,0,0.68,2.0,1
0,1,0,1,0,0,10,0,0.158852344296711,1,0,65.21,65.0,0
0,1,5,0,0,0,0,0,0.0001399580125962,0,0,1.07,1.0,0
1,2,2,0,0,2,1,0,0.0002799160251924,1,0,1.64,4.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,1,1,42.1,42.0,1
1,2,0,0,0,0,0,0,0.0117564730580825,1,0,46.98,47.0,0
1,2,0,0,0,0,0,0,0.0594821553533939,0,0,2.13,153.0,0
1,1,0,0,0,0,3,0,0.158852344296711,0,0,2.09,2.0,0
1,0,0,0,13,1,21,0,0.0279916025192442,1,0,117.76,104.0,1
1,0,3,0,0,0,5,0,0.0660601819454163,1,1,0.21,1394.0,0
1,0,0,0,0,0,12,0,0.0040587823652904,1,0,61.96,62.0,0
1,1,2,0,0,0,1,0,0.0594821553533939,0,0,1.18,1.0,0
1,0,2,0,0,0,4,0,0.0005598320503848,0,0,3.83,7.0,0
1,0,3,0,0,0,0,1,0.004478656403079,0,0,1.28,2.0,0
1,1,0,0,0,0,1,0,0.0660601819454163,0,0,1.0,25.0,0
1,0,0,0,0,0,33,0,0.158852344296711,1,0,0.62,1.0,1
1,0,0,0,0,0,1,0,0.0660601819454163,1,0,0.9,1.0,1
1,1,2,0,0,0,11,0,0.158852344296711,1,1,26.86,90.0,1
1,0,3,0,0,0,2,1,0.0079776067179846,1,0,5.97,6.0,1
1,2,2,0,0,2,1,0,0.006997900629811,0,0,0.6,1.0,0
0,2,0,0,0,0,2,0,0.001959412176347,0,0,1.28,2.0,0
1,1,2,0,0,0,3,0,0.0009797060881735,0,0,1.1,1.0,0
1,0,2,0,0,0,2,0,0.0594821553533939,1,0,0.99,1.0,1
1,0,2,0,0,0,3,0,0.0660601819454163,0,0,0.26,0.0,0
1,0,2,0,0,0,1,0,0.0594821553533939,0,0,41.99,7.0,0
1,2,0,0,0,0,0,0,0.0106368089573128,0,0,0.96,1.0,0
1,2,0,0,0,1,1,0,0.0660601819454163,0,0,0.93,1.0,0
1,1,2,0,0,0,0,1,0.0188943317004898,0,0,0.86,0.0,0
1,0,2,0,0,0,3,0,0.0005598320503848,1,0,0.51,127.0,1
1,0,0,0,0,0,3,0,0.0138558432470258,1,0,4.35,4.0,1
1,1,2,0,0,0,0,0,0.0594821553533939,1,0,24.1,1.0,1
1,2,2,0,0,0,2,0,0.0085374387683694,0,0,8.0,8.0,0
1,0,2,0,0,0,1,0,0.0036389083275017,1,0,0.25,26.0,1
1,0,0,1,0,0,15,0,0.158852344296711,0,0,54.74,55.0,0
1,0,0,0,0,0,0,0,0.158852344296711,0,0,3.59,4.0,0
1,0,0,0,0,0,10,0,0.0018194541637508,1,0,0.76,242.0,1
0,2,0,0,1,0,3,1,0.0023792862141357,0,0,1.12,1.0,0
1,0,2,0,0,0,6,1,0.1577326801959412,1,0,0.22,0.0,1
1,0,0,0,0,0,9,0,0.0002799160251924,1,0,53.09,53.0,1
1,1,0,0,0,0,2,0,0.008257522743177,0,0,1.28,176.0,0
1,2,5,0,0,0,5,1,0.158852344296711,0,0,5.35,7.0,0
1,0,2,0,0,0,9,0,0.0001399580125962,0,0,0.23,1.0,0
0,0,0,0,3,2,10,0,0.0660601819454163,1,0,0.27,1686.0,1
1,0,5,0,1,0,5,0,0.158852344296711,0,0,1.31,54.0,0
1,1,2,0,0,0,7,0,0.0594821553533939,0,0,9.05,9.0,0
1,1,3,0,0,0,2,0,0.0005598320503848,0,0,98.16,98.0,0
1,0,0,0,0,0,0,0,0.0100769769069279,1,0,1.21,1.0,1
1,1,0,0,0,0,23,0,0.158852344296711,1,1,30.19,260.0,1
0,0,2,0,0,0,8,0,0.0053184044786564,1,0,31.85,32.0,1
1,1,2,0,0,0,3,0,0.0117564730580825,0,0,23.15,13.0,0
0,2,2,0,0,0,0,1,0.1577326801959412,0,0,1.21,1.0,0
0,0,0,0,0,0,2,0,0.158852344296711,0,0,14.88,21.0,0
1,0,0,0,1,0,2,1,0.1577326801959412,1,1,2.1,3.0,1
1,0,2,0,0,0,2,1,0.0076976906927921,1,0,14.62,2.0,1
1,1,0,0,0,0,13,0,0.0004198740377886,1,0,1.04,114.0,1
1,2,0,0,0,0,5,1,0.158852344296711,1,1,1.01,150.0,1
1,0,0,0,0,0,6,1,0.158852344296711,1,1,19.24,8.0,0
1,2,0,0,0,0,0,1,0.0002799160251924,1,0,0.88,1.0,1
1,0,3,0,0,0,8,0,0.0279916025192442,1,0,13.04,13.0,1
0,1,0,0,0,0,1,0,0.0660601819454163,0,0,1.04,1.0,0
1,0,2,0,0,0,2,0,0.158852344296711,0,0,29.04,29.0,0
1,0,2,0,0,0,10,1,0.1577326801959412,0,0,1.08,1.0,0
1,0,2,0,0,0,2,0,0.0594821553533939,0,0,2.05,56.0,0
0,0,0,0,0,0,3,0,0.0029391182645206,0,0,0.88,7.0,0
1,0,0,0,0,0,1,0,0.009517144856543,0,0,3.16,15.0,0
1,0,2,0,0,0,2,1,0.158852344296711,0,0,1.02,1.0,0
1,0,0,0,0,1,5,0,0.0076976906927921,0,0,6.45,30.0,0
1,0,3,0,0,0,1,1,0.1577326801959412,1,0,0.24,0.0,1
1,1,2,0,0,0,0,1,0.1577326801959412,0,0,2.25,2.0,0
0,2,0,0,0,0,1,0,0.158852344296711,0,0,1.28,2.0,0
1,0,0,0,0,0,2,0,0.010776766969909,1,1,3.82,6.0,1
1,0,0,0,0,0,7,0,0.158852344296711,0,0,195.1,195.0,0
1,1,2,0,0,0,3,1,0.0012596221133659,1,1,25.21,25.0,1
1,0,0,0,0,0,3,0,0.0660601819454163,1,0,2.07,1.0,1
0,1,2,0,0,0,1,1,0.001959412176347,1,0,1.11,0.0,1
0,0,0,0,0,0,0,0,0.0134359692092372,1,0,0.25,0.0,1
0,2,0,0,0,0,0,1,0.1577326801959412,0,0,0.63,1.0,0
1,0,0,0,0,0,6,0,0.158852344296711,1,1,13.99,4.0,1
1,2,5,0,0,0,3,1,0.1577326801959412,1,1,3.08,3.0,1
0,0,0,0,1,0,4,0,0.0660601819454163,0,0,1.87,31.0,0
0,0,3,0,0,0,0,1,0.1577326801959412,0,0,0.13,0.0,0
1,0,0,0,0,0,14,0,0.158852344296711,1,0,22.94,23.0,1
1,2,2,0,0,0,1,1,0.001959412176347,0,0,2.91,3.0,0
1,1,2,0,0,0,3,0,0.0001399580125962,1,0,13.1,41.0,1
0,0,0,0,0,0,3,0,0.0594821553533939,0,0,1.05,1.0,0
0,0,0,0,0,0,4,0,0.0009797060881735,1,0,0.99,9.0,1
1,1,5,0,0,0,5,0,0.158852344296711,0,0,91.28,91.0,0
1,2,2,0,0,0,2,0,0.0660601819454163,1,0,0.85,42.0,1
1,0,0,0,0,0,2,0,0.0001399580125962,1,0,0.77,1.0,1
1,0,0,0,0,0,0,0,0.0040587823652904,0,0,2.0,46.0,0
1,0,2,0,0,0,0,1,0.0067179846046186,0,0,0.98,1.0,0
0,0,0,0,0,0,3,0,0.158852344296711,0,0,30.36,1.0,0
1,0,0,0,0,0,1,0,0.0054583624912526,1,0,1.74,64.0,1
1,0,2,0,0,0,6,0,0.001959412176347,1,1,0.78,23.0,1
1,1,0,0,0,0,3,0,0.158852344296711,1,0,8.1,1.0,0
1,2,0,0,0,0,1,1,0.1577326801959412,1,1,0.88,1.0,1
0,0,2,0,0,0,1,0,0.0076976906927921,0,0,0.97,45.0,0
1,0,0,0,0,0,0,0,0.010776766969909,0,0,141.98,142.0,0
0,0,5,0,0,0,0,1,0.1577326801959412,0,0,0.89,1.0,0
1,0,2,0,0,0,9,0,0.158852344296711,1,0,8.12,164.0,1
0,0,5,0,0,0,0,0,0.158852344296711,0,0,4.21,4.0,0
1,1,3,0,0,0,3,1,0.1577326801959412,0,0,1.28,2.0,0
1,1,5,0,0,0,0,1,0.1577326801959412,0,0,1.24,1.0,0
1,2,0,1,0,1,9,1,0.158852344296711,1,1,4.11,296.0,1
1,0,0,2,1,1,16,0,0.0594821553533939,1,0,52.93,410.0,1
1,0,3,0,0,0,0,1,0.1577326801959412,0,0,4.15,4.0,0
1,2,2,0,0,0,0,1,0.1577326801959412,1,0,1.28,1.0,1
1,2,0,0,0,0,0,0,0.0001399580125962,0,0,1.36,1.0,0
1,2,3,0,0,0,6,1,0.0134359692092372,0,0,34.24,34.0,0
1,2,0,0,1,0,7,0,0.0051784464660601,1,1,1.22,4.0,1
0,1,3,0,0,0,2,0,0.158852344296711,0,0,1.28,2.0,0
1,1,3,0,0,0,0,1,0.0002799160251924,0,0,0.54,0.0,0
1,0,3,0,0,0,0,1,0.0058782365290412,0,0,1.28,2.0,0
1,2,5,0,0,0,3,0,0.158852344296711,1,0,49.65,50.0,1
1,1,2,0,0,0,0,0,0.0043386983904828,0,0,0.87,1.0,0
1,1,0,0,0,0,19,0,0.158852344296711,0,0,1.28,964.0,0
0,0,0,0,0,0,4,0,0.158852344296711,1,0,0.16,1.0,1
1,0,5,0,0,0,1,0,0.0660601819454163,0,0,1.12,18.0,0
1,1,0,0,0,0,1,1,0.005738278516445,1,1,10.32,5.0,0
1,1,2,0,0,0,0,0,0.0138558432470258,1,1,35.79,79.0,1
1,1,0,0,0,0,3,0,0.0053184044786564,1,0,39.26,8.0,1
1,0,0,0,0,0,14,0,0.0279916025192442,0,0,1.06,1.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,1.12,1.0,0
1,0,0,0,2,0,21,0,0.0279916025192442,1,1,1.06,106.0,0
0,0,0,0,0,0,3,0,0.0134359692092372,1,0,0.71,0.0,1
1,1,5,0,0,0,4,0,0.0279916025192442,0,0,1.1,1.0,0
1,0,0,0,0,0,1,0,0.0117564730580825,0,0,1.02,7.0,0
1,2,0,0,1,0,1,0,0.0137158852344296,1,1,0.19,1980.0,1
1,0,0,0,0,0,9,0,0.0134359692092372,1,0,17.08,17.0,1
1,0,3,0,0,0,1,1,0.0012596221133659,0,0,1.67,2.0,0
1,1,0,1,0,1,9,0,0.0594821553533939,1,0,115.98,74.0,1
1,2,0,0,0,1,0,0,0.0594821553533939,1,0,6.51,1.0,1
0,0,2,0,0,0,2,0,0.158852344296711,1,0,62.11,62.0,1
1,2,0,0,1,1,3,1,0.1577326801959412,1,0,17.96,247.0,1
1,0,2,0,0,0,1,0,0.0036389083275017,0,0,14.23,14.0,0
1,1,2,0,0,0,4,0,0.0100769769069279,0,0,1.23,1.0,0
1,2,0,0,0,0,0,0,0.0134359692092372,1,0,0.98,1.0,0
0,1,3,0,0,0,2,1,0.1577326801959412,0,0,0.08,0.0,0
1,1,0,0,0,0,8,1,0.0079776067179846,1,0,0.57,0.0,1
1,0,0,0,0,0,4,0,0.0134359692092372,1,0,1.01,1.0,1
1,2,0,0,1,0,4,0,0.0012596221133659,1,0,143.93,161.0,1
1,0,0,0,0,0,5,0,0.0660601819454163,0,0,1.04,55.0,0
1,2,2,0,0,0,0,1,0.1577326801959412,1,0,9.07,1.0,1
1,1,3,0,0,0,10,1,0.1577326801959412,1,1,13.02,13.0,1
0,0,2,0,0,0,1,1,0.1577326801959412,1,0,4.25,0.0,1
1,0,5,0,0,0,0,0,0.0043386983904828,1,0,1.18,1.0,1
1,0,3,0,0,0,1,1,0.0058782365290412,0,0,3.13,3.0,0
1,0,0,0,0,0,3,0,0.0022393282015395,1,0,0.92,2.0,1
1,1,5,0,0,0,0,1,0.0067179846046186,0,0,0.97,1.0,0
1,0,0,0,3,0,10,0,0.0004198740377886,1,0,3.84,18.0,1
1,1,0,0,0,0,1,0,0.158852344296711,0,0,26.22,26.0,0
1,2,0,0,0,0,1,1,0.1577326801959412,0,0,1.18,1.0,0
1,0,0,0,0,0,1,0,0.158852344296711,0,0,0.9,1.0,0
1,2,0,0,1,0,2,0,0.0594821553533939,1,0,0.55,0.0,1
1,1,3,0,0,0,4,0,0.006997900629811,0,0,1.28,2.0,0
1,2,0,0,0,0,6,0,0.0078376487053883,1,0,1.1,70.0,1
1,0,2,6,1,0,17,0,0.0660601819454163,1,0,181.07,181.0,1
1,0,0,0,0,0,1,0,0.158852344296711,0,0,0.83,73.0,0
1,0,0,0,0,0,6,0,0.0064380685794261,1,0,0.58,7.0,1
1,0,2,0,0,0,1,1,0.0090972708187543,0,0,43.12,43.0,0
1,0,2,0,0,0,2,1,0.1577326801959412,0,0,1.23,1.0,0
1,0,2,0,2,1,10,0,0.0001399580125962,1,0,6.73,0.0,1
1,2,2,0,0,0,4,1,0.1577326801959412,1,0,0.86,1.0,1
1,1,0,0,0,0,10,0,0.0660601819454163,1,0,1.88,44.0,1
1,0,0,0,0,0,9,0,0.0106368089573128,1,0,0.18,0.0,1
1,1,3,0,0,0,3,0,0.0279916025192442,0,0,13.8,344.0,0
1,0,2,0,0,0,1,0,0.0137158852344296,1,0,8.79,4.0,1
1,0,2,0,0,0,1,0,0.0016794961511546,0,0,1.06,1.0,0
1,0,2,0,0,0,1,0,0.158852344296711,0,0,0.9,1.0,0
1,0,0,0,0,0,2,0,0.0594821553533939,1,0,0.87,0.0,1
1,2,0,0,0,0,0,1,0.1577326801959412,1,0,1.15,1.0,1
1,0,0,0,1,0,4,0,0.158852344296711,1,0,19.1,0.0,1
1,0,0,0,0,0,0,0,0.0034989503149055,1,0,5.84,15.0,1
1,0,3,0,0,0,14,0,0.0594821553533939,1,0,40.74,27.0,1
0,0,2,0,0,0,0,1,0.1577326801959412,0,0,1.91,2.0,0
1,0,0,0,0,0,19,0,0.158852344296711,1,1,0.93,2.0,1
1,0,2,0,0,0,0,1,0.0012596221133659,0,0,0.93,1.0,0
1,0,0,0,0,0,6,0,0.0043386983904828,1,0,34.94,35.0,1
1,0,2,0,0,0,0,1,0.0022393282015395,1,0,1.0,1.0,1
0,0,2,0,0,2,2,0,0.158852344296711,1,0,1.22,42.0,1
1,0,0,0,0,0,8,0,0.158852344296711,1,0,64.97,65.0,1
1,0,0,0,0,0,0,0,0.0594821553533939,0,0,0.61,1.0,0
1,1,0,0,0,0,8,0,0.0660601819454163,1,0,5.16,10.0,0
1,2,2,0,0,0,1,1,0.1577326801959412,1,1,0.61,1.0,1
0,0,0,0,0,0,6,1,0.158852344296711,1,0,0.99,0.0,1
1,0,0,0,0,0,6,0,0.009517144856543,1,0,39.06,18.0,1
1,0,0,0,0,0,0,0,0.0138558432470258,0,0,1.33,1.0,0
1,0,2,0,0,0,4,0,0.0078376487053883,0,0,47.85,48.0,0
0,2,2,0,0,1,2,0,0.0001399580125962,0,0,0.15,0.0,0
1,1,0,0,0,0,13,1,0.0008397480755773,1,1,6.11,56.0,1
1,2,2,0,0,1,0,0,0.0034989503149055,1,1,18.86,19.0,1
0,0,2,0,0,0,5,0,0.0594821553533939,0,0,55.32,55.0,0
0,2,0,0,0,0,0,0,0.009517144856543,0,0,2.27,2.0,0
1,0,0,0,0,0,3,0,0.158852344296711,0,0,1.25,1.0,0
0,0,0,0,0,0,5,0,0.0090972708187543,1,0,33.74,34.0,1
0,0,2,0,0,0,0,1,0.0188943317004898,0,0,0.31,0.0,0
1,2,0,0,0,0,0,1,0.1577326801959412,0,0,1.21,1.0,0
1,0,2,0,1,1,3,0,0.0001399580125962,0,0,65.33,65.0,0
1,0,2,0,0,0,0,0,0.0137158852344296,0,0,11.8,12.0,0
1,2,0,0,0,0,1,0,0.0008397480755773,1,0,20.91,22.0,1
1,2,0,0,0,0,0,1,0.0002799160251924,1,0,1.85,2.0,0
0,1,0,0,0,0,1,0,0.0134359692092372,0,0,0.84,1.0,0
1,2,0,0,0,0,3,0,0.0594821553533939,1,0,53.26,8.0,1
1,2,0,0,0,0,1,0,0.0660601819454163,1,0,75.03,247.0,1
0,2,0,0,0,0,1,0,0.158852344296711,1,0,0.8,1.0,1
0,0,2,0,0,0,7,0,0.0026592022393282,1,0,6.99,153.0,1
0,2,0,0,0,0,1,1,0.1577326801959412,1,0,1.28,2.0,1
1,0,2,0,0,0,2,0,0.158852344296711,1,1,10.05,10.0,1
1,0,2,0,0,0,2,1,0.1577326801959412,0,0,40.93,41.0,0
1,2,5,0,2,0,7,0,0.0051784464660601,1,1,9.29,6.0,1
0,2,0,0,0,0,2,0,0.0134359692092372,1,1,1.02,1.0,1
1,0,2,0,0,0,0,0,0.0660601819454163,0,0,0.84,0.0,0
1,2,0,1,0,0,2,1,0.0012596221133659,1,0,506.2,506.0,1
1,0,0,0,0,0,1,0,0.158852344296711,0,0,0.97,118.0,0
1,1,0,0,0,0,12,0,0.158852344296711,0,0,1.28,920.0,0
1,0,0,0,0,0,1,1,0.1577326801959412,1,0,1.12,1.0,1
1,0,0,1,3,0,24,1,0.0062981105668299,1,1,85.87,86.0,1
1,0,0,0,0,0,1,0,0.158852344296711,0,0,5.86,6.0,0
1,0,2,0,0,0,3,1,0.0029391182645206,0,0,1.06,1.0,0
1,2,3,0,0,0,0,1,0.1577326801959412,1,0,1.28,113.0,1
0,0,0,0,0,0,0,1,0.1577326801959412,0,0,1.28,2.0,0
1,1,2,0,0,0,0,0,0.0660601819454163,1,1,1.99,7.0,0
0,0,2,0,0,0,1,1,0.1577326801959412,1,1,1.2,34.0,1
0,2,0,0,0,0,0,1,0.0016794961511546,0,0,0.93,1.0,0
0,0,0,0,0,0,0,1,0.0029391182645206,0,0,1.0,1.0,0
1,0,0,0,0,0,7,0,0.010776766969909,1,0,4.32,1.0,1
1,1,0,0,0,0,6,0,0.158852344296711,0,0,1.73,2.0,0
0,0,2,0,0,0,2,0,0.0660601819454163,1,0,27.18,21.0,1
1,0,0,0,0,0,5,1,0.1577326801959412,1,0,51.69,52.0,1
1,0,3,0,0,0,7,0,0.0009797060881735,0,0,1.3,1.0,0
1,0,2,0,0,1,6,1,0.0054583624912526,1,0,1.35,28.0,1
1,0,0,0,0,0,8,0,0.158852344296711,1,1,27.62,28.0,1
1,1,2,0,0,0,0,1,0.1577326801959412,0,0,1.01,1.0,0
1,0,0,0,0,0,1,0,0.0074177746675997,0,0,1.28,2.0,0
1,0,0,0,0,0,5,0,0.158852344296711,1,1,30.36,30.0,1
1,2,0,0,0,0,0,0,0.010776766969909,1,0,1.31,0.0,1
1,1,2,0,0,0,26,0,0.0660601819454163,1,0,1.07,228.0,1
1,0,0,0,1,0,10,0,0.158852344296711,1,0,243.68,244.0,1
1,2,0,0,1,0,2,0,0.0660601819454163,1,0,0.97,36.0,1
1,0,4,1,0,0,9,1,0.0030790762771168,1,1,54.27,54.0,1
1,0,0,5,0,0,10,0,0.158852344296711,1,0,4.66,5.0,1
0,1,0,0,0,0,0,1,0.0062981105668299,0,0,77.74,78.0,0
1,0,0,0,0,0,0,1,0.1577326801959412,0,0,7.26,7.0,0
1,2,0,0,4,0,7,0,0.158852344296711,1,0,11.04,7.0,1
1,0,0,0,0,0,3,0,0.0029391182645206,1,1,15.79,1.0,1
1,0,0,0,0,0,7,0,0.158852344296711,0,0,0.91,1.0,0
0,0,2,0,0,0,0,1,0.0188943317004898,0,0,0.85,5.0,0
1,0,3,0,0,0,1,1,0.1577326801959412,0,0,0.8,1.0,0
1,0,0,0,0,0,1,0,0.0134359692092372,0,0,1.84,2.0,0
1,2,0,0,0,0,0,0,0.0054583624912526,1,0,2.12,2.0,1
1,0,0,0,0,0,2,1,0.0134359692092372,0,0,0.77,1.0,0
1,0,0,0,0,0,1,1,0.158852344296711,1,0,1.61,4.0,1
1,0,2,0,0,1,18,0,0.009517144856543,1,0,178.96,179.0,1
1,0,3,0,0,0,1,0,0.158852344296711,1,0,155.04,160.0,1
0,0,0,0,0,0,3,0,0.0279916025192442,1,0,0.29,1.0,1
1,2,2,0,0,0,0,0,0.0106368089573128,1,0,0.75,29.0,1
1,0,0,0,0,0,0,1,0.1577326801959412,1,0,1.29,1.0,1
1,1,0,0,0,0,6,1,0.0054583624912526,1,0,8.05,8.0,1
0,1,0,0,0,0,4,0,0.0090972708187543,0,0,13.35,104.0,0
0,2,2,0,0,0,1,1,0.1577326801959412,0,0,1.06,1.0,0
1,0,0,1,0,0,2,0,0.0040587823652904,1,0,24.12,24.0,1
1,2,5,0,0,0,0,0,0.0594821553533939,1,0,6.9,7.0,1
1,0,2,0,0,0,0,1,0.0079776067179846,1,0,0.19,1.0,1
1,0,0,0,0,0,5,0,0.0106368089573128,1,0,0.24,1.0,1
1,0,0,0,0,0,1,1,0.1577326801959412,0,0,3.99,4.0,0
0,1,2,0,0,0,2,0,0.158852344296711,0,0,0.28,0.0,0
1,0,0,0,0,0,1,0,0.158852344296711,1,0,57.17,57.0,1
1,0,0,1,8,5,23,0,0.0040587823652904,1,0,1.88,0.0,1
1,0,0,0,2,1,25,1,0.1577326801959412,1,0,1.0,0.0,1
1,0,0,0,0,0,18,0,0.0023792862141357,1,1,12.07,18.0,1
1,1,0,0,0,0,1,1,0.158852344296711,0,0,1.97,2.0,0
1,0,0,0,0,0,11,0,0.0279916025192442,1,0,0.88,1.0,0
0,0,0,0,0,0,2,0,0.158852344296711,0,0,1.28,2.0,0
0,0,2,0,0,0,0,0,0.0030790762771168,0,0,1.17,1.0,0
1,0,3,0,0,1,9,0,0.0076976906927921,1,0,0.89,12.0,1
1,0,2,1,0,0,9,0,0.158852344296711,0,0,0.95,1.0,0
1,0,2,0,0,1,8,1,0.0079776067179846,0,0,0.98,0.0,0
1,2,0,1,0,0,7,0,0.0022393282015395,1,0,10.84,41.0,1
1,2,5,0,0,0,0,0,0.0034989503149055,1,0,1.28,1.0,1
1,0,2,0,0,0,0,0,0.001959412176347,0,0,0.83,32.0,0
1,0,0,0,0,0,7,0,0.0023792862141357,0,0,19.09,1.0,0
0,0,0,0,0,0,0,1,0.1577326801959412,1,0,3.98,4.0,1
1,0,0,0,0,0,1,0,0.0134359692092372,0,0,0.92,1.0,0
1,0,0,0,0,0,3,1,0.0079776067179846,0,0,1.14,1.0,0
1,0,3,0,0,0,3,1,0.1577326801959412,1,0,2.31,2.0,1
0,0,0,0,0,0,3,0,0.158852344296711,0,0,61.85,1.0,0
1,0,0,1,0,0,26,0,0.0023792862141357,1,0,0.91,3.0,1
0,0,5,0,0,0,0,1,0.0067179846046186,0,0,2.06,2.0,0
1,1,2,0,0,0,1,0,0.0090972708187543,0,0,0.9,1.0,0
1,1,2,0,0,0,1,0,0.158852344296711,0,0,0.69,1.0,0
1,2,0,0,0,0,1,1,0.1577326801959412,0,0,2.27,2.0,0
1,0,0,0,0,0,0,0,0.0090972708187543,0,0,1.13,6.0,0
1,1,0,0,0,0,11,0,0.158852344296711,0,0,1.1,1.0,0
1,1,2,0,0,0,13,0,0.0134359692092372,0,0,0.63,1.0,0
1,0,0,0,4,4,9,0,0.0001399580125962,1,0,0.98,7.0,1
0,0,2,0,0,0,1,0,0.0660601819454163,0,0,39.19,39.0,0
1,0,5,0,0,0,1,1,0.0090972708187543,1,0,0.78,1.0,1
1,2,5,0,0,0,0,1,0.1577326801959412,1,0,4.69,5.0,1
1,1,0,1,0,0,8,1,0.1577326801959412,1,0,0.87,1.0,1
0,0,0,0,0,0,5,0,0.0076976906927921,1,1,0.83,0.0,1
1,1,0,0,0,0,0,0,0.0594821553533939,0,0,0.76,1.0,0
1,0,3,0,0,0,1,0,0.158852344296711,0,0,1.28,2.0,0
1,1,0,0,0,0,0,1,0.1577326801959412,1,1,1.28,1.0,1
1,0,2,0,0,0,0,0,0.0594821553533939,0,0,8.99,9.0,0
1,2,0,0,0,3,2,0,0.0051784464660601,1,0,0.23,0.0,1
1,2,0,1,0,0,1,0,0.158852344296711,1,0,0.88,144.0,1
0,0,0,0,2,0,10,0,0.0078376487053883,0,0,1.24,6.0,0
1,2,2,0,0,0,8,0,0.158852344296711,1,0,37.08,37.0,0
0,0,2,0,0,0,2,0,0.0065780265920223,1,0,1.1,1.0,1
1,0,0,0,0,0,0,1,0.0058782365290412,1,0,33.97,34.0,1
1,0,2,0,0,0,0,0,0.0106368089573128,0,0,0.62,1.0,0
1,0,3,0,0,0,0,0,0.0279916025192442,0,0,1.28,2.0,0
1,0,3,0,0,0,3,1,0.0090972708187543,0,0,0.96,1.0,0
1,0,2,0,0,0,0,0,0.0594821553533939,0,0,0.99,1.0,0
1,0,0,0,0,0,4,1,0.1577326801959412,1,0,0.54,0.0,1
1,0,0,0,0,0,0,0,0.0138558432470258,1,1,0.69,1.0,1
1,1,2,0,0,0,2,0,0.0001399580125962,0,0,0.73,11.0,0
0,1,2,0,0,0,10,0,0.0660601819454163,1,0,41.03,3.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,1,0,0.89,6.0,1
0,2,0,0,0,0,1,0,0.0053184044786564,1,0,1.75,5.0,1
1,0,0,0,0,0,0,0,0.0002799160251924,1,0,0.79,1924.0,1
1,2,0,0,0,0,1,0,0.0023792862141357,1,0,1.18,1.0,1
1,0,0,0,0,0,27,0,0.0594821553533939,0,0,1.22,1.0,0
1,1,0,0,0,0,10,0,0.0040587823652904,0,0,1.28,2523.0,0
1,0,3,0,0,0,1,1,0.0079776067179846,1,0,0.78,1.0,1
1,2,2,0,0,0,2,0,0.010776766969909,1,0,10.01,118.0,1
1,0,0,0,1,1,8,0,0.158852344296711,0,0,1.28,583.0,0
1,2,0,0,0,0,0,0,0.0117564730580825,1,1,14.84,1.0,1
1,0,2,0,0,0,2,0,0.0029391182645206,0,0,1.08,1.0,0
0,1,2,0,0,0,0,1,0.0103568929321203,0,0,0.95,1.0,0
1,2,0,0,0,0,1,0,0.0001399580125962,1,0,57.87,58.0,1
1,0,0,1,0,0,4,1,0.1577326801959412,0,0,1.28,2.0,0
1,0,0,0,0,0,0,0,0.0001399580125962,0,0,0.24,0.0,0
1,2,2,0,0,0,1,0,0.0594821553533939,0,0,1.17,1.0,0
1,0,5,0,0,0,0,1,0.1577326801959412,0,0,9.08,9.0,0
1,0,2,0,0,0,3,0,0.0001399580125962,1,0,1.07,71.0,1
0,0,0,0,0,0,1,0,0.158852344296711,0,0,1.23,1.0,0
1,1,2,0,0,0,3,1,0.0008397480755773,0,0,1.17,1.0,0
1,1,3,0,0,0,9,1,0.1577326801959412,1,0,28.91,10.0,1
1,0,0,0,0,0,0,1,0.1577326801959412,0,0,0.9,1.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,1,1,2.19,1.0,1
0,1,2,0,0,0,2,0,0.0002799160251924,0,0,32.84,33.0,0
1,2,0,2,1,1,3,0,0.0051784464660601,1,0,0.82,1.0,1
1,2,5,0,0,0,2,1,0.0062981105668299,0,0,45.03,1.0,0
1,2,0,0,0,1,3,0,0.0005598320503848,1,0,0.58,63.0,1
1,1,2,0,0,0,2,0,0.0660601819454163,0,0,1.0,0.0,0
1,0,0,0,0,0,0,1,0.1577326801959412,0,0,21.83,22.0,0
0,0,2,0,0,0,0,0,0.0660601819454163,1,0,0.63,2.0,1
1,0,2,0,0,0,0,0,0.0085374387683694,0,0,1.04,1.0,0
1,2,0,0,0,0,0,1,0.0085374387683694,1,0,97.33,97.0,1
1,0,0,0,0,0,5,0,0.158852344296711,0,0,1.28,495.0,0
1,1,2,0,0,0,1,0,0.0090972708187543,0,0,1.28,2.0,0
1,2,2,0,0,0,0,0,0.0100769769069279,1,0,0.23,1.0,1
